kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
5956656,K01053.01,Kepler-756 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,1.224866441,4.1350000e-06,-4.1350000e-06,133.2082400,2.570000e-03,-2.570000e-03,0.2860,0.1720,-0.2860,1.70860,0.08410,-0.08410,1.9600e+02,1.090e+01,-1.090e+01,1.54,2.300e-01,-2.200e-01,1741.0,,,2174.33,833.59,-669.43,21.10,1,q1_q17_dr25_tce,5553.00,74.00,-74.00,4.320,0.137,-0.100,1.1070,0.1610,-0.1610,290.607940,41.201092,15.376
3109930,K01112.01,,CANDIDATE,CANDIDATE,0.9310,0,0,0,0,37.810264900,2.1470000e-04,-2.1470000e-04,158.3579900,4.790000e-03,-4.790000e-03,0.0610,0.3370,-0.0610,8.73300,0.13200,-0.13200,5.7030e+02,1.820e+01,-1.820e+01,2.33,7.200e-01,-2.900e-01,566.0,,,24.27,22.61,-7.99,35.20,1,q1_q17_dr25_tce,6085.00,182.00,-200.00,4.451,0.081,-0.202,0.9730,0.3020,-0.1210,289.776700,38.262280,14.633
2854914,K01113.01,Kepler-268 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,25.934064060,7.9120000e-05,-7.9120000e-05,149.7627300,2.640000e-03,-2.640000e-03,0.0140,0.4090,-0.0140,4.61420,0.07320,-0.07320,4.1450e+02,1.100e+01,-1.100e+01,2.48,4.200e-01,-3.400e-01,695.0,,,55.10,26.40,-17.40,42.20,1,q1_q17_dr25_tce,5952.00,119.00,-119.00,4.287,0.120,-0.120,1.2250,0.2070,-0.1700,291.976170,38.055080,13.703
2854914,K01113.02,Kepler-268 c,CONFIRMED,CANDIDATE,0.9120,0,0,0,0,83.446348500,3.6950000e-04,-3.6950000e-04,158.6806100,3.900000e-03,-3.900000e-03,0.0580,0.3690,-0.0570,6.53600,0.12100,-0.12100,5.0300e+02,1.500e+01,-1.500e+01,2.73,4.700e-01,-3.700e-01,471.0,,,11.59,5.56,-3.66,36.10,2,q1_q17_dr25_tce,5952.00,119.00,-119.00,4.287,0.120,-0.120,1.2250,0.2070,-0.1700,291.976170,38.055080,13.703
3337425,K01114.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,7.047100320,2.5880000e-05,-2.5880000e-05,139.7973700,3.280000e-03,-3.280000e-03,1.1950,53.6700,-0.1250,2.92600,0.15200,-0.15200,4.0090e+02,1.950e+01,-1.950e+01,25.20,6.770e+00,-3.940e+00,986.0,,,223.84,177.07,-82.81,24.00,1,q1_q17_dr25_tce,5766.00,156.00,-173.00,4.363,0.132,-0.181,1.0680,0.2870,-0.1670,290.134920,38.404221,14.928
3116412,K01115.01,Kepler-772 b,CONFIRMED,CANDIDATE,0.9890,0,0,0,0,12.992048530,5.1570000e-05,-5.1570000e-05,136.3201600,2.940000e-03,-2.940000e-03,0.0910,0.3470,-0.0910,6.01750,0.09630,-0.09630,2.7060e+02,8.000e+00,-8.000e+00,2.03,3.000e-01,-3.400e-01,866.0,,,132.94,56.49,-48.16,38.70,1,q1_q17_dr25_tce,5765.00,105.00,-116.00,4.236,0.168,-0.112,1.2420,0.1880,-0.2090,291.423580,38.216591,13.974
3865567,K01182.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,11.116202110,1.2100000e-05,-1.2100000e-05,133.1005750,9.460000e-04,-9.460000e-04,0.9370,0.0460,-0.0210,4.21100,0.07870,-0.07870,4.8439e+03,6.730e+01,-6.730e+01,8.96,2.490e+00,-1.060e+00,853.0,,,125.21,104.54,-41.16,115.30,1,q1_q17_dr25_tce,6122.00,183.00,-220.00,4.471,0.048,-0.192,0.9960,0.2760,-0.1180,295.291930,38.964588,15.380
3544689,K01183.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,1.922861499,2.0100000e-06,-2.0100000e-06,134.6586440,8.500000e-04,-8.500000e-04,0.9430,0.0050,-0.0040,3.57340,0.05810,-0.05810,1.9162e+03,3.120e+01,-3.120e+01,5.09,1.210e+00,-4.400e-01,1392.0,,,884.12,621.75,-236.53,103.40,1,q1_q17_dr25_tce,5778.00,154.00,-188.00,4.531,0.030,-0.170,0.9110,0.2170,-0.0780,291.445070,38.637211,14.942
4037164,K01184.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,0.635445336,2.0100000e-07,-2.0100000e-07,134.1840370,2.770000e-04,-2.770000e-04,1.2530,0.9140,-0.1280,1.85920,0.01540,-0.01540,2.5474e+03,1.530e+01,-1.530e+01,19.00,1.900e+00,-2.520e+00,1177.0,,,451.42,177.73,-162.78,182.20,1,q1_q17_dr25_tce,3920.00,141.00,-156.00,4.700,0.071,-0.033,0.5500,0.0550,-0.0730,285.080260,39.182110,15.432
3443790,K01185.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,1.665784138,6.9300000e-07,-6.9300000e-07,133.8630280,3.520000e-04,-3.520000e-04,1.2700,3.0960,-0.1040,1.89460,0.01820,-0.01820,2.0062e+03,1.520e+01,-1.520e+01,97.27,1.614e+01,-3.763e+01,2636.0,,,11424.49,5918.75,-7549.72,148.00,1,q1_q17_dr25_tce,6261.00,175.00,-159.00,3.686,0.323,-0.108,2.7890,0.4630,-1.0790,291.476290,38.500580,11.840
3966912,K01186.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,55.663916700,3.5430000e-04,-3.5430000e-04,156.3501700,5.430000e-03,-5.430000e-03,1.2980,5.1170,-0.1610,23.54600,0.27100,-0.27100,3.4144e+03,3.880e+01,-3.880e+01,34.14,8.440e+00,-3.600e+00,434.0,,,8.38,6.29,-2.43,103.40,1,q1_q17_dr25_tce,5587.00,166.00,-166.00,4.528,0.055,-0.165,0.8530,0.2110,-0.0900,294.740540,39.015511,15.593
8394721,K00152.01,Kepler-79 d,CONFIRMED,CANDIDATE,0.9940,0,0,0,0,52.090816270,4.2060000e-05,-4.2060000e-05,158.7446650,6.700000e-04,-6.700000e-04,0.0650,0.1130,-0.0650,8.63880,0.02280,-0.02280,2.8941e+03,1.260e+01,-1.260e+01,7.14,1.330e+00,-1.090e+00,592.0,,,29.07,14.87,-9.97,243.50,1,q1_q17_dr25_tce,6198.00,111.00,-136.00,4.237,0.130,-0.117,1.3240,0.2470,-0.2020,300.517120,44.381580,13.914
11607193,K00983.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,7.154860800,6.8910000e-05,-6.8910000e-05,266.0484700,6.230000e-03,-6.230000e-03,0.9848,0.1273,-0.0388,7.69400,0.36300,-0.36300,7.8040e+02,4.250e+01,-4.250e+01,7.41,5.460e+00,-9.900e-01,1482.0,,,1141.57,2736.28,-422.47,24.20,,,7443.00,226.00,-320.00,4.166,0.080,-0.414,1.7390,1.2800,-0.2320,289.874110,49.685490,12.616
1161345,K00984.01,,CANDIDATE,CANDIDATE,0.7110,0,0,0,0,4.287466680,1.5240000e-05,-1.5240000e-05,262.0624500,2.110000e-03,-2.110000e-03,0.3740,0.0830,-0.3740,1.56930,0.07850,-0.07850,7.9010e+02,4.970e+01,-4.970e+01,2.29,2.200e-01,-1.000e-01,942.0,,,186.31,56.73,-28.39,19.40,1,q1_q17_dr25_tce,5296.00,105.00,-105.00,4.576,0.015,-0.085,0.8150,0.0800,-0.0340,291.048800,36.839882,11.631
10227501,K00985.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,2.002779769,7.6470000e-06,-7.6470000e-06,261.9579100,2.620000e-03,-2.620000e-03,0.2420,0.2150,-0.2420,2.23100,0.11000,-0.11000,2.6050e+02,1.370e+01,-1.370e+01,1.42,2.900e-01,-1.900e-01,1311.0,,,696.40,432.41,-232.91,22.20,1,q1_q17_dr25_tce,5346.00,159.00,-159.00,4.440,0.135,-0.180,0.8920,0.1790,-0.1190,298.447750,47.264999,14.606
2854698,K00986.01,Kepler-260 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.187394430,1.9440000e-05,-1.9440000e-05,260.8693100,1.720000e-03,-1.720000e-03,0.3770,0.0700,-0.3770,3.04720,0.05960,-0.05960,5.1760e+02,1.470e+01,-1.470e+01,1.92,1.300e-01,-1.400e-01,782.0,,,88.36,20.32,-18.50,38.40,1,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.494,0.072,-0.048,0.8490,0.0560,-0.0630,291.925960,38.014118,14.138
2854698,K00986.02,Kepler-260 c,CONFIRMED,CANDIDATE,0.8810,0,0,0,0,76.049816300,8.7760000e-04,-8.7760000e-04,161.7144500,9.320000e-03,-9.320000e-03,0.0150,0.4640,-0.0150,7.15800,0.33100,-0.33100,4.4590e+02,2.770e+01,-2.770e+01,1.75,1.100e-01,-1.300e-01,372.0,,,4.53,1.04,-0.95,17.40,2,q1_q17_dr25_tce,5251.00,105.00,-105.00,4.494,0.072,-0.048,0.8490,0.0560,-0.0630,291.925960,38.014118,14.138
8559644,K00139.02,Kepler-111 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.341799486,4.9540000e-06,-4.9540000e-06,141.3547200,1.230000e-03,-1.230000e-03,0.4260,0.4530,-0.2710,2.92540,0.03490,-0.03490,1.7820e+02,4.000e+00,-4.000e+00,1.67,2.900e-01,-2.600e-01,1356.0,,,798.41,370.35,-279.35,48.80,2,q1_q17_dr25_tce,5873.00,93.00,-129.00,4.293,0.120,-0.120,1.2350,0.2130,-0.1940,291.653170,44.688271,13.492
6032981,K01054.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,3.322694800,2.9750000e-04,-2.9750000e-04,134.4440000,3.380000e-02,-3.380000e-02,0.4722,0.0095,-0.4661,3.56800,0.82200,-0.82200,7.8700e+01,1.720e+01,-1.720e+01,15.33,2.900e+00,-8.170e+00,3859.0,,,52428.30,25780.62,-42182.54,8.60,,,5234.00,70.00,-142.00,2.410,0.255,-0.114,16.9590,3.2110,-9.0380,288.682590,41.307320,11.899
5866099,K01055.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,36.977088080,8.5050000e-05,-8.5050000e-05,133.6268100,1.950000e-03,-1.950000e-03,1.2460,70.6000,-0.1020,4.73700,0.10100,-0.10100,1.2699e+03,2.550e+01,-2.550e+01,38.60,1.156e+01,-1.156e+01,602.0,,,31.08,28.03,-17.42,59.20,1,q1_q17_dr25_tce,5589.00,169.00,-152.00,4.193,0.300,-0.200,1.2390,0.3710,-0.3710,288.442870,41.172180,13.698
5964985,K01056.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,1.851409163,9.6930000e-06,-9.6930000e-06,133.1799500,4.880000e-03,-4.880000e-03,1.1117,0.1313,-0.0722,10.23200,0.25700,-0.25700,2.3250e+02,4.500e+00,-4.500e+00,20.42,9.550e+00,-4.140e+00,2154.0,,,5090.14,7186.45,-2346.70,54.40,,,7117.00,204.00,-287.00,4.176,0.157,-0.263,1.4690,0.6870,-0.2980,293.273500,41.257690,13.473
6066416,K01057.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,1.303859704,4.5450000e-06,-4.5450000e-06,134.2120100,3.300000e-03,-3.300000e-03,0.6740,0.2390,-0.4290,2.82390,0.08290,-0.08290,3.6700e+01,1.300e+00,-1.300e+00,0.98,2.000e-01,-2.500e-01,2393.0,,,7759.20,4785.96,-3960.18,34.70,1,q1_q17_dr25_tce,6802.00,183.00,-224.00,4.103,0.221,-0.119,1.5210,0.3130,-0.3830,298.137940,41.334358,11.558
1996679,K00147.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,145.562492600,3.4260000e-04,-3.4260000e-04,146.0588000,1.880000e-03,-1.880000e-03,1.2740,70.8600,-0.5290,5.41260,0.09760,-0.09760,2.9316e+03,5.710e+01,-5.710e+01,40.15,1.209e+01,-6.530e+00,387.0,,,5.33,4.70,-2.06,58.10,1,q1_q17_dr25_tce,6148.00,165.00,-202.00,4.346,0.128,-0.192,1.0950,0.3300,-0.1780,286.490720,37.489979,13.884
2849805,K01116.01,Kepler-773 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.749105745,7.0110000e-06,-7.0110000e-06,135.1083700,1.490000e-03,-1.490000e-03,0.9420,0.0210,-0.6820,1.98260,0.03710,-0.03710,1.8260e+02,5.700e+00,-5.700e+00,1.68,2.600e-01,-1.300e-01,1160.0,,,428.25,181.87,-94.92,38.00,1,q1_q17_dr25_tce,5751.00,104.00,-115.00,4.447,0.063,-0.117,0.9830,0.1490,-0.0800,290.884670,38.057571,13.333
3114811,K01117.01,Kepler-774 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,11.089566020,4.3970000e-05,-4.3970000e-05,141.7614200,3.380000e-03,-3.380000e-03,0.0200,0.4320,-0.0200,6.28770,0.09650,-0.09650,1.4810e+02,4.400e+00,-4.400e+00,3.51,3.600e-01,-1.010e+00,1422.0,,,965.62,306.50,-510.73,38.90,1,q1_q17_dr25_tce,6353.00,128.00,-115.00,3.698,0.248,-0.078,2.8670,0.2950,-0.8260,291.031920,38.211960,12.808
2853446,K01118.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,7.372903440,2.7320000e-05,-2.7320000e-05,137.6099100,3.220000e-03,-3.220000e-03,0.9930,0.0390,-0.7140,2.17200,0.20800,-0.20800,2.0520e+02,1.220e+01,-1.220e+01,2.67,4.200e-01,-3.100e-01,1004.0,,,240.11,104.98,-69.08,19.10,1,q1_q17_dr25_tce,5973.00,107.00,-131.00,4.371,0.099,-0.121,1.0700,0.1680,-0.1260,291.650970,38.028179,13.835
3003992,K01119.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,0,1,7.244761260,2.3020000e-05,-2.3020000e-05,139.1049700,2.340000e-03,-2.340000e-03,0.0400,0.4230,-0.0400,2.31450,0.08170,-0.08170,5.8000e+01,2.400e+00,-2.400e+00,0.65,1.400e-01,-7.000e-02,837.0,,,116.02,76.73,-36.24,27.20,1,q1_q17_dr25_tce,5370.00,187.00,-187.00,4.494,0.074,-0.137,0.8740,0.1780,-0.0960,294.490110,38.194126,11.157
3942446,K01193.01,,CANDIDATE,CANDIDATE,1.0000,0,0,0,0,119.062488200,1.4790000e-04,-1.4790000e-04,149.2222300,1.040000e-03,-1.040000e-03,0.9680,0.4230,-0.0450,3.11880,0.05890,-0.05890,5.3723e+03,9.410e+01,-9.410e+01,10.40,2.820e+00,-1.890e+00,366.0,,,4.26,3.51,-1.74,71.60,1,q1_q17_dr25_tce,5697.00,173.00,-173.00,4.392,0.171,-0.190,0.9200,0.2500,-0.1670,287.888120,39.078709,15.289
3554031,K01194.01,Kepler-415 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,8.707983090,2.9270000e-05,-2.9270000e-05,363.0563800,2.290000e-03,-2.290000e-03,0.0630,0.4180,-0.0630,2.49040,0.08050,-0.08050,1.4196e+03,5.360e+01,-5.360e+01,2.01,1.500e-01,-6.000e-02,543.0,,,20.59,5.20,-2.59,28.10,1,q1_q17_dr25_tce,4362.00,87.00,-78.00,4.722,0.012,-0.051,0.5540,0.0420,-0.0170,293.804410,38.639130,15.842
3554031,K01194.02,,CANDIDATE,CANDIDATE,0.0000,0,0,0,0,14.862307600,1.3040000e-04,-1.3040000e-04,354.5729700,6.850000e-03,-6.850000e-03,0.3240,0.1430,-0.3240,3.16100,0.21300,-0.21300,8.4000e+02,6.250e+01,-6.250e+01,1.57,1.200e-01,-5.000e-02,454.0,,,10.08,2.55,-1.26,14.40,3,q1_q17_dr25_tce,4362.00,87.00,-78.00,4.722,0.012,-0.051,0.5540,0.0420,-0.0170,293.804410,38.639130,15.842
3554031,K01194.03,Kepler-415 b,CONFIRMED,CANDIDATE,0.9990,0,0,0,0,4.176342760,2.4260000e-05,-2.4260000e-05,352.9967400,3.920000e-03,-3.920000e-03,0.1420,0.3120,-0.1420,2.33500,0.12800,-0.12800,5.3150e+02,3.930e+01,-3.930e+01,1.23,1.000e-01,-3.000e-02,694.0,,,54.80,13.83,-6.90,14.90,2,q1_q17_dr25_tce,4362.00,87.00,-78.00,4.722,0.012,-0.051,0.5540,0.0420,-0.0170,293.804410,38.639130,15.842
8394721,K00152.02,Kepler-79 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,27.402298590,5.1360000e-05,-5.1360000e-05,133.6284000,1.500000e-03,-1.500000e-03,0.0220,0.2960,-0.0220,6.84910,0.04790,-0.04790,7.4750e+02,1.000e+01,-1.000e+01,3.63,6.700e-01,-5.600e-01,734.0,,,68.46,35.02,-23.47,79.30,3,q1_q17_dr25_tce,6198.00,111.00,-136.00,4.237,0.130,-0.117,1.3240,0.2470,-0.2020,300.517120,44.381580,13.914
7295235,K00987.01,Kepler-743 A b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.179267286,3.2550000e-06,-3.2550000e-06,261.8416070,7.640000e-04,-7.640000e-04,0.1710,0.2740,-0.1710,1.02460,0.02870,-0.02870,2.0090e+02,6.000e+00,-6.000e+00,1.21,1.400e-01,-6.000e-02,1101.0,,,347.01,118.28,-58.22,41.00,1,q1_q17_dr25_tce,5511.00,98.00,-120.00,4.554,0.018,-0.102,0.8570,0.1010,-0.0400,295.574160,42.806438,12.550
2302548,K00988.01,Kepler-261 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,10.381224470,2.1310000e-05,-2.1310000e-05,268.0242100,1.490000e-03,-1.490000e-03,0.3190,0.1170,-0.3190,2.71500,0.05520,-0.05520,8.0150e+02,2.150e+01,-2.150e+01,2.18,1.500e-01,-1.000e-01,672.0,,,48.37,11.58,-7.64,41.90,1,q1_q17_dr25_tce,5095.00,101.00,-101.00,4.566,0.032,-0.052,0.7800,0.0550,-0.0350,291.364780,37.609169,13.562
2302548,K00988.02,Kepler-261 c,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,24.570902300,1.0090000e-04,-1.0090000e-04,135.8720900,3.300000e-03,-3.300000e-03,0.9450,0.0090,-0.6740,3.58700,0.18100,-0.18100,7.6420e+02,3.170e+01,-3.170e+01,2.82,2.000e-01,-1.200e-01,505.0,,,15.33,3.68,-2.42,26.30,2,q1_q17_dr25_tce,5095.00,101.00,-101.00,4.566,0.032,-0.052,0.7800,0.0550,-0.0350,291.364780,37.609169,13.562
10743597,K00989.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,0,81.221876000,1.9150000e-04,-1.9150000e-04,184.2616400,1.280000e-03,-1.280000e-03,1.0100,1.5220,-0.1118,4.11350,0.07420,-0.07420,9.8830e+03,1.740e+02,-1.740e+02,16.59,6.950e+00,-1.270e+00,385.0,,,5.20,6.62,-1.24,63.00,,,5619.00,173.00,-156.00,4.536,0.030,-0.291,0.8740,0.3660,-0.0670,296.382290,48.045311,15.488
10743597,K00989.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,1,0.817026268,4.3500000e-07,-4.3500000e-07,132.8352390,4.580000e-04,-4.580000e-04,0.0100,0.2790,-0.0100,2.07990,0.01560,-0.01560,1.1455e+03,1.080e+01,-1.080e+01,2.92,8.300e-01,-2.600e-01,1784.0,,,2386.13,2041.12,-634.48,121.10,1,q1_q17_dr25_tce,5619.00,169.00,-169.00,4.536,0.035,-0.196,0.8740,0.2480,-0.0780,296.382290,48.045311,15.488
9818381,K00135.01,Kepler-43 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,3.024092505,2.2500000e-07,-2.2500000e-07,132.4168573,6.220000e-05,-6.220000e-05,0.4240,0.0310,-0.0460,2.80210,0.01030,-0.01030,7.7650e+03,8.600e+00,-8.600e+00,12.14,7.900e-01,-9.500e-01,1489.0,,,1162.54,252.01,-267.02,1225.30,1,q1_q17_dr25_tce,6063.00,108.00,-145.00,4.261,0.055,-0.045,1.3580,0.0880,-0.1070,285.240840,46.668251,13.958
6124941,K01058.01,,FALSE POSITIVE,FALSE POSITIVE,1.0000,0,0,1,0,5.670155713,5.4410000e-06,-5.4410000e-06,136.2017390,7.770000e-04,-7.770000e-04,1.2670,66.5600,-0.2250,0.93610,0.06080,-0.06080,5.3670e+02,1.960e+01,-1.960e+01,5.85,2.810e+00,-1.220e+00,341.0,,,3.21,4.86,-1.33,37.30,1,q1_q17_dr25_tce,3337.00,115.00,-57.00,5.126,0.104,-0.127,0.1830,0.0880,-0.0380,292.261810,41.442554,13.783
6060203,K01059.01,Kepler-757 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,1.022678654,2.7120000e-06,-2.7120000e-06,133.4542200,2.230000e-03,-2.230000e-03,0.0190,0.4500,-0.0190,1.37120,0.07270,-0.07270,1.2920e+02,7.200e+00,-7.200e+00,1.14,1.300e-01,-1.600e-01,1734.0,,,2138.47,685.73,-647.56,21.60,1,q1_q17_dr25_tce,5366.00,80.00,-72.00,4.363,0.138,-0.080,1.0200,0.1180,-0.1450,296.680450,41.386520,14.803
5880320,K01060.01,Kepler-758 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,12.109687090,6.2320000e-05,-6.2320000e-05,140.2125800,3.860000e-03,-3.860000e-03,0.9240,0.0040,-0.6610,6.34610,0.09540,-0.09540,2.8470e+02,8.900e+00,-8.900e+00,2.98,4.600e-01,-6.900e-01,1005.0,,,240.80,106.82,-109.94,33.40,1,q1_q17_dr25_tce,6021.00,120.00,-120.00,4.093,0.195,-0.105,1.4580,0.2260,-0.3390,293.084630,41.135441,14.348
5880320,K01060.02,Kepler-758 c,CONFIRMED,CANDIDATE,0.7580,0,0,0,0,4.757961030,3.4480000e-05,-3.4480000e-05,137.6963600,6.180000e-03,-6.180000e-03,0.6210,0.3180,-0.3910,4.66000,0.15700,-0.15700,1.2450e+02,6.500e+00,-6.500e+00,1.70,2.700e-01,-3.900e-01,1372.0,,,835.65,370.70,-381.50,20.90,2,q1_q17_dr25_tce,6021.00,120.00,-120.00,4.093,0.195,-0.105,1.4580,0.2260,-0.3390,293.084630,41.135441,14.348
5880320,K01060.03,Kepler-758 d,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,20.497275500,3.3400000e-04,-3.3400000e-04,147.4389400,9.680000e-03,-9.680000e-03,0.9660,0.0150,-0.6730,8.53600,0.40600,-0.40600,2.4290e+02,1.200e+01,-1.200e+01,2.96,4.600e-01,-6.900e-01,843.0,,,119.42,52.97,-54.52,22.80,3,q1_q17_dr25_tce,6021.00,120.00,-120.00,4.093,0.195,-0.105,1.4580,0.2260,-0.3390,293.084630,41.135441,14.348
3003992,K01119.02,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,0,1,0,13.554805340,7.9200000e-05,-7.9200000e-05,139.8160900,5.410000e-03,-5.410000e-03,0.4970,0.4570,-0.2980,2.28800,0.17200,-0.17200,4.8300e+01,3.600e+00,-3.600e+00,0.62,1.200e-01,-7.000e-02,679.0,,,50.41,33.33,-15.75,16.50,2,q1_q17_dr25_tce,5370.00,187.00,-187.00,4.494,0.074,-0.137,0.8740,0.1780,-0.0960,294.490110,38.194126,11.157
6307537,K01120.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,29.744546680,2.6970000e-05,-2.6970000e-05,172.3866520,7.150000e-04,-7.150000e-04,0.3370,0.0120,-0.0150,23.28420,0.05370,-0.05370,6.6894e+04,1.030e+02,-1.030e+02,20.06,1.580e+00,-1.580e+00,455.0,,,10.10,3.54,-2.65,765.00,1,q1_q17_dr25_tce,4889.00,186.00,-169.00,4.569,0.036,-0.054,0.7880,0.0620,-0.0620,297.757080,41.680454,11.753
6359798,K01121.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,0,0,14.154024280,2.0240000e-06,-2.0240000e-06,140.6984660,1.160000e-04,-1.160000e-04,1.1000,0.0210,-0.0320,4.47001,0.00600,-0.00600,6.1625e+04,7.690e+01,-7.690e+01,53.25,8.430e+00,-5.180e+00,777.0,,,86.13,37.91,-21.41,930.30,1,q1_q17_dr25_tce,5850.00,105.00,-117.00,4.404,0.080,-0.120,1.0370,0.1640,-0.1010,290.352940,41.769741,12.932
6311681,K01122.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,0,0.844786082,3.4700000e-07,-3.4700000e-07,134.2169870,3.510000e-04,-3.510000e-04,1.2970,0.2540,-0.2070,3.52890,0.02170,-0.02170,2.4685e+03,1.230e+01,-1.230e+01,35.27,9.140e+00,-4.930e+00,1864.0,,,2846.03,2234.43,-983.23,245.60,1,q1_q17_dr25_tce,5705.00,172.00,-172.00,4.452,0.098,-0.182,0.9150,0.2370,-0.1280,298.711520,41.635792,15.363
6365321,K01123.01,,FALSE POSITIVE,FALSE POSITIVE,0.0010,0,1,0,0,0.848483947,2.2400000e-07,-2.2400000e-07,133.5853010,2.120000e-04,-2.120000e-04,1.2640,2.3580,-0.0960,1.44510,0.01270,-0.01270,1.9074e+03,1.290e+01,-1.290e+01,32.11,1.012e+01,-3.360e+00,1908.0,,,3117.82,2903.46,-918.80,185.00,1,q1_q17_dr25_tce,5941.00,166.00,-187.00,4.504,0.040,-0.216,0.9360,0.2950,-0.0980,292.236790,41.739300,15.323
6301035,K01124.01,,FALSE POSITIVE,FALSE POSITIVE,0.0000,0,1,1,1,11.990975760,2.1200000e-05,-2.1200000e-05,143.2843700,1.460000e-03,-1.460000e-03,1.2690,17.7900,-0.1010,5.74010,0.07260,-0.07260,2.1243e+03,2.480e+01,-2.480e+01,37.47,1.115e+01,-6.850e+00,880.0,,,141.63,128.26,-59.57,102.80,1,q1_q17_dr25_tce,6110.00,192.00,-213.00,4.352,0.149,-0.182,1.0720,0.3190,-0.1960,296.298550,41.602718,14.977
3859079,K01199.01,Kepler-786 b,CONFIRMED,CANDIDATE,1.0000,0,0,0,0,53.529270200,2.6830000e-04,-2.6830000e-04,147.8646400,3.490000e-03,-3.490000e-03,0.3460,0.1040,-0.3460,5.66800,0.12200,-0.12200,1.0861e+03,3.570e+01,-3.570e+01,2.28,1.500e-01,-8.000e-02,348.0,,,3.48,0.79,-0.49,34.50,1,q1_q17_dr25_tce,4736.00,94.00,-94.00,4.624,0.012,-0.048,0.7080,0.0460,-0.0250,293.743930,38.939281,14.887
3557493,K01200.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,0.393726813,3.8700000e-07,-3.8700000e-07,133.3103960,8.300000e-04,-8.300000e-04,1.1898,0.1972,-0.0608,2.95000,0.09990,-0.09990,5.6460e+02,8.700e+00,-8.700e+00,24.17,1.039e+01,-2.300e+00,2705.0,,,12661.53,16030.98,-3683.52,64.80,,,6277.00,164.00,-222.00,4.449,0.049,-0.291,1.0310,0.4430,-0.0980,294.651210,38.636459,15.025
